SDG	Active_concepts	Boosted
SDG02	Fertiliser Subsidy	0
SDG02	Fertiliser Support	0
SDG02	Fertilizer Output	0
SDG02	Field Area	0
SDG02	Fishery Paper	0
SDG02	Flank Policie	0
SDG02	Flexible Production System	0
SDG02	Food Aid	1
SDG02	Food Aid Budget	0
SDG02	Food Aid Budget Line	0
SDG02	Food Aid Convention	0
SDG02	Food Aid Programme	1
SDG02	Food Aid Project	0
SDG02	Food And Agriculture Organization Food	0
SDG02	Food And Drug Administration	0
SDG02	Food Availability	1
SDG02	Food Balance	1
SDG02	Food Balance Sheet	0
SDG02	Food Bank	0
SDG02	Food Choice	0
SDG02	Food Commodity	0
SDG02	Food Commodity Price	0
SDG02	Food Consumer Price Inflation	0
SDG02	Food Consumption Behaviour	0
SDG02	Food Energy Supply	0
SDG02	Food Expenditure Share	0
SDG02	Food Group	0
SDG02	Food Import	0
SDG02	Food Import Bill	0
SDG02	Food Insecurity	0
SDG02	Food Insecurity Risk	0
SDG02	Food Insecurity Scenario	1
SDG02	Food Poverty	1
SDG02	Food Price Consumer	0
SDG02	Food Price Crisis	0
SDG02	Food Price Hike	0
SDG02	Food Price Inflation	0
SDG02	Food Price Spike	0
SDG02	Food Price Volatility	0
SDG02	Food Production System	0
SDG02	Food Reserve	0
SDG02	Food Safety System	0
SDG02	Food Security	1
SDG02	Food Security Indicator	0
SDG02	Food Security Objective	0
SDG02	Food Security Outcome	0
SDG02	Food Security Policy	0
SDG02	Food Security Reserve	0
SDG02	Food Security Situation	0
SDG02	Food Security Strategy	0
SDG02	Food Self-sufficiency	1
SDG02	Food Self-sufficiency Rate	0
SDG02	Food Sovereignty	1
SDG02	Food Supply Chain	1
SDG02	Food System	0
SDG02	Food Transfer	0
SDG02	Food Utilisation	0
SDG02	Food Wastage	0
SDG02	Food Waste	0
SDG02	Food-insecure Country	0
SDG02	Fragile State	0
SDG02	Free Trade Area Of The America	0
SDG02	Future Food Supply	0
SDG02	General Service Support Estimate	0
SDG02	Genetically Modify	0
SDG02	Genetically Modify Food	0
SDG02	Global Agricultural Supply	0
SDG02	Global Agricultural Trade	0
SDG02	Global Donor Platform	0
SDG02	Global Food	0
SDG02	Global Food Availability	1
SDG02	Global Food Crisis	0
SDG02	Global Food Security	0
SDG02	Global Food Security Crisis	0
SDG02	Global Food Supply	1
SDG02	Global Hunger	0
SDG02	Global Hunger Index	0
SDG02	Global Information And Early Warning System	0
SDG02	Global Rice	0
SDG02	Good Nutrition	0
SDG02	Green Revolution	0
SDG02	Green Revolution Technology	0
SDG02	Gross Domestic Product	0
SDG02	Healthy Diet	0
SDG02	Healthy Eating	0
SDG02	Healthy Food	0
SDG02	Healthy Food Choice	0
SDG02	High Food Price	0
SDG02	High Price Volatility	0
SDG02	Household Food Expenditure	0
SDG02	Human Health Service	0
SDG02	Hunger Target	0
SDG02	Impact Research	0
SDG02	Improve Food Security	0
SDG02	Improve Seed Variety	0
SDG02	Income Scenario	0
SDG02	Increase Food Availability	0
SDG02	Inform Population	0
SDG02	Informal Economy	0
SDG02	International Agricultural Commodity Price	0
SDG02	International Plant Protection Convention	0
SDG02	International Price Fluctuation	0
SDG02	Intra-regional Trade Flow	0
SDG02	Investment Research	0
SDG02	Iodine Deficiency	0
SDG02	Iron Deficiency	0
SDG02	Iron Deficiency Anaemia	0
SDG02	Labour-intensive Method	0
SDG02	Lag Length	0
SDG02	Livestock Feed	0
SDG02	Local Food System	0
SDG02	Local Purchase	0
SDG02	Longer-term Food Supply	0
SDG02	Low Birth Weight Baby	0
SDG02	Low Birthweight	0
SDG02	Low-Income Food-Deficit Country	0
SDG02	Main Market Development	0
SDG02	Main Policy Assumption	0
SDG02	Maize Consumption	0
SDG02	Maize Production	0
SDG02	Malnourished Child	0
SDG02	Malnourishment Indicator	1
SDG02	Manage Food Insecurity	0
SDG02	Manage Food Insecurity Risk	0
SDG02	Market Instrument Risk	0
SDG02	Market Oriented Trading System	0
SDG02	Market Price Support	0
SDG02	Market-oriented Trading	0
SDG02	Mediterranean Diet	0
SDG02	Micro-nutrient Deficiency	0
SDG02	Minimum Dietary Energy Requirement	0
SDG02	Minimum Export Price	0
SDG02	Minimum Support Price	0
SDG02	National Food Security Stock	0
SDG02	Nations Sustainable Development	0
SDG02	Negative Market Price Support	0
SDG02	Nest Constant Elasticity Of Substitution	0
SDG02	Net Food Buyer	0
SDG02	Net Food Exporter	0
SDG02	Net Food Import	0
SDG02	Nominal Assistance Coefficient	0
SDG02	Nominal Protection Coefficient	0
SDG02	Non-agricultural Population	0
SDG02	Non-commercial Trader	0
SDG02	Non-commodity Output	0
SDG02	Non-farm Rural Activity	0
SDG02	Non-food Price	0
SDG02	Non-trade Sector	0
SDG02	Nutrition Education Programme	0
SDG02	Nutrition Indicator	0
SDG02	Nutrition Labelling	0
SDG02	Nutrition Security	0
SDG02	Nutritional Outcome	0
SDG02	Nutritional Status	0
SDG02	Nutritional Well-being	0
SDG02	Nutritious Food	0
SDG02	Obesity	0
SDG02	Office International Des Epizooty	0
SDG02	Oral Rehydration Salt	0
SDG02	Organic Waste	0
SDG02	Oriented Market	0
SDG02	Oriented Trade	0
SDG02	Output Risk	0
SDG02	Output Uncertainty	0
SDG02	Over-nutrition	0
SDG02	Overweight Child	0
SDG02	Partial Manufacturing	0
SDG02	Partial Productivity Measure	0
SDG02	Plant Genetic Resource	0
SDG02	Plant Pathology	0
SDG02	Policy Coherence For Development	0
SDG02	Policy Coherence For Development Issue	0
SDG02	Policy Output	0
SDG02	Post Impact Assessment	0
SDG02	Poverty Line Food	0
SDG02	Price Spike	0
SDG02	Price Surge	0
SDG02	Price Transmission	0
SDG02	Price Volatility	0
SDG02	Price-Yield Correlation	0
SDG02	Private Stock Holding	0
SDG02	Private Storage	0
SDG02	Probabilistic Safety Assessment	0
SDG02	Process Food Firm	0
SDG02	Process Food Sector	0
SDG02	Producer Support Estimate	0
SDG02	Production Function	0
SDG02	Productive Land	0
SDG02	Productive Safety Net Programme	0
SDG02	Profit Function	0
SDG02	Profit Ratio	0
SDG02	Protein Meal	0
SDG02	Protein Meal Oilseed	0
SDG02	Protein Meal Price	0
SDG02	Protein Meal Vegetable Oil	0
SDG02	Proximity Market	0
SDG02	Public Agricultural Research	0
SDG02	Public Storage	0
SDG02	Rapid Agricultural Development	0
SDG02	Rate Autonomy	0
SDG02	Recent Food Crisis	0
SDG02	Reduce Income Variability	0
SDG02	Regional Indicative Programme	0
SDG02	Reserve Strategy	0
SDG02	Resilient Food System	1
SDG02	Rice Consumption	0
SDG02	Rice Crisis	0
SDG02	Rice Price	0
SDG02	Rice Production	0
SDG02	Rice Reserve	0
SDG02	Rice Stock	0
SDG02	Rice Variety	0
SDG02	Rice Yield	0
SDG02	Rural Economic Diversification	0
SDG02	Rural Economy	0
SDG02	Rural Electrification	0
SDG02	Rural Infrastructure Investment	0
SDG02	Rural Nonfarm Economy	0
SDG02	Rural Settlement Pattern	0
SDG02	Safety Assessment	0
SDG02	Safety Crisis	0
SDG02	Sanitary And Phyto-sanitary Standard	0
SDG02	School Feeding	0
SDG02	School Feeding Programme	0
SDG02	Security System Reform	0
SDG02	Select Multilateral Environmental Agreement	0
SDG02	Self-sufficient Rate	0
SDG02	Severe Food Insecurity	0
SDG02	Severe Level	0
SDG02	Significant Unexploited Potential	0
SDG02	Single Commodity Transfer	0
SDG02	Single Farm Payment	0
SDG02	Skim Milk Powder	0
SDG02	Social Protection Instrument	0
SDG02	Social Protection Programme	0
SDG02	Societal Impact	0
SDG02	South Asia Eastern	0
SDG02	Sport Nutrition Product	0
SDG02	Stabilisation Range	0
SDG02	Stabilise Market Price	0
SDG02	Stable Property	0
SDG02	Stock Stabilisation	0
SDG02	Stockholding Programme	0
SDG02	Structural Transformation	0
SDG02	Subsistence Activity	0
SDG02	Sufficiency Rate	0
SDG02	Sunflower Seed Oil	0
SDG02	Supplemental Nutrition Assistance Program	1
SDG02	Supplementary Irrigation	0
SDG02	Support Estimate	0
SDG02	Sustainable Agricultural Production	0
SDG02	Sustainable Agricultural Productivity Growth	0
SDG02	Sustainable Development Goal	0
SDG02	Sustainable Development Goal Report	0
SDG02	Sustainable Diet	0
SDG02	Sustainable Food	0
SDG02	Sustainable Food Production	1
SDG02	Sustainable Food System	0
SDG02	Sustainable Intensification	0
SDG02	Systemic Risk	0
SDG02	Tackle Food Insecurity	1
SDG02	Technical Working Group	0
SDG02	Tie Food Aid	0
SDG02	Total AMS	0
SDG02	Total Producer Support Estimate	0
SDG02	Total Support Estimate	0
SDG02	Trade Dimension	0
SDG02	Traditional Variety	0
SDG02	Transboundary Movement	0
SDG02	Transform Rural Economy	0
SDG02	Transitory Food Insecurity	0
SDG02	Triangular Deal	0
SDG02	Undernourished People	0
SDG02	Uneven Income	0
SDG02	Unique Impact	0
SDG02	Urban Network	0
SDG02	Vary State	0
SDG02	Vector Form	0
SDG02	Vegetable Consumption	0
SDG02	Vegetable Intake	0
SDG02	Vegetable Oil	0
SDG02	Vegetable Oil Price	0
SDG02	Wage-cost Subsidy	0
SDG02	Water Nutrient	0
SDG02	West African Country	0
SDG02	West African Farmer	0
SDG02	Wheat Coarse	0
SDG02	Wheat Rice Maize	0
SDG02	Whole Milk Powder	0
SDG02	Wholesale Food Price Index	0
SDG02	Wild Food	0
SDG02	Woman Farmer	0
SDG02	World Conservation Monitoring Centre	0
SDG02	World Food Program	0
SDG02	World Food Security	0
SDG02	World Food Situation	0
SDG02	World Food Summit	0
SDG02	World Market Trend	0
SDG02	World Rice	0
SDG02	World Rice Production	0
SDG02	World Water Assessment Programme	0
SDG02	Yearly Total Factor Productivity Growth Rate	0
SDG02	Zero Hunger	1
SDG02	Zero Hunger Challenge	0
SDG03	Aid Effectiveness Effort	0
SDG03	Aid Health	1
SDG03	Direct Budget Support	0
SDG03	Disease Management Program	0
SDG03	Early Warning System	1
SDG03	Effective Emergency Management	1
SDG03	Endocrine Disruptor	0
SDG03	Family Medicine	1
SDG03	Family Medicine Unit	0
SDG03	Future Global Shock	0
SDG03	General Practitioner Practice	0
SDG03	Global Health Partnership	0
SDG03	Global Shock	0
SDG03	Ground Level Ozone	0
SDG03	H1N1 Pandemic	0
SDG03	Health Insurance Review Agency	0
SDG03	Health Partnership	1
SDG03	Health Sector Strategy	0
SDG03	Health Transformation Programme	0
SDG03	Indoor Air Pollution	1
SDG03	Influenza	0
SDG03	Influenza Vaccine	1
SDG03	International Health Partnership	0
SDG03	Medicare Benefit Schedule	0
SDG03	National Health Insurance Fund	0
SDG03	Potential Global Shock	1
SDG03	Practice Incentive Program	0
SDG03	Premature Death	0
SDG03	Strategic Approach To International Chemical Management	1
SDG03	Swine Flu	1
SDG03	Vaccine Production	1
SDG03	Adolescent Fertility	1
SDG03	Amphetamine	1
SDG03	Amphetamine-type Stimulant	0
SDG03	Birth Attendant	0
SDG03	Cannabis Herb	1
SDG03	Cannabis Resin	0
SDG03	Case Detection	0
SDG03	Cocaine	1
SDG03	Con Tent	1
SDG03	Contraceptive Case	0
SDG03	Direct Government Support	0
SDG03	Domestic Violence	0
SDG03	Ephedrine	0
SDG03	Europe Mediterranean Country	0
SDG03	European Monitoring Centre For Drug And Drug Addiction	0
SDG03	Fatal Outcome	0
SDG03	Fentanyl	0
SDG03	High Risk Population	0
SDG03	High Suicide Rate	1
SDG03	Incident Case	0
SDG03	Incident Prevention	0
SDG03	Intimate Partner Violence	1
SDG03	Ketamine	0
SDG03	Latent Infection	0
SDG03	MDG Target	0
SDG03	Methamphetamine	1
SDG03	Mortality Database	0
SDG03	Multiple Risk Factor	0
SDG03	Oper Ations	0
SDG03	Opium Poppy Cultivation	0
SDG03	Prevalence Rate	0
SDG03	Pseudoephedrine	0
SDG03	Psychiatric Disorder	1
SDG03	Psychiatric Epidemiology	0
SDG03	Psychological Medicine	0
SDG03	Skilled Health Professional	1
SDG03	Social Psychiatry	1
SDG03	Stop Tb	0
SDG03	Suicide Mortality	1
SDG03	Suicide Rate	1
SDG03	Synthetic Cannabinoid	0
SDG03	Tb Case	0
SDG03	Total Fertility Rate	0
SDG03	Tuberculosis Control	1
SDG03	Tuberculosis Incidence	0
SDG03	Tuberculosis Prevalence	0
SDG03	Woman's Health	1
SDG03	Alcohol Relate Problem	1
SDG03	Arthriti	0
SDG03	B L Indness	0
SDG03	Behavioral Risk Factor	0
SDG03	Chronic Disease Prevalence	1
SDG03	Convention On The Right Of Persons With Disability	0
SDG03	Dementia	1
SDG03	Disability Prevalence	1
SDG03	Disaster Risk-reduction Policy	0
SDG03	Drinking Pattern	0
SDG03	Drinking Status	0
SDG03	European Health Interview Survey	0
SDG03	Hazardous Drinking	1
SDG03	Health And Retirement Survey	0
SDG03	Hearing Impairment	1
SDG03	High Blood Pressur	1
SDG03	Increase Sickness Absence	0
SDG03	Musculo-skeletal Disease	0
SDG03	National Health Survey	0
SDG03	Negative Labour Market Outcome	0
SDG03	Occupation-based Social Class	0
