SDG	Active_concepts	Boosted
no-poverty	Financial Market Trend	0
no-poverty	Financial Regulation	0
no-poverty	Finish Line	0
no-poverty	Firing Penalty	0
no-poverty	Food Insecurity	0
no-poverty	Food Price Volatility	0
no-poverty	Formal Sector Job	0
no-poverty	Formal-sector Job Loser	0
no-poverty	General Guide	0
no-poverty	Geophysical Research Letter	0
no-poverty	Gini Coefficient	0
no-poverty	Global Corruption Report	0
no-poverty	Global Line	0
no-poverty	Global Poverty	0
no-poverty	Global Threshold	0
no-poverty	Good Practice Framework	0
no-poverty	Governing Authority	0
no-poverty	Government Development Project	0
no-poverty	Gross Domestic Product	0
no-poverty	Gross National Income	0
no-poverty	Gross National Product	0
no-poverty	Health Insurance Contribution1	0
no-poverty	Health Insurance Programme	0
no-poverty	Heat Wave	0
no-poverty	High Human Development	0
no-poverty	High Human Development Index	0
no-poverty	High-Level Checklist	0
no-poverty	Human Development	0
no-poverty	Human Development Group	0
no-poverty	Human Development Index	0
no-poverty	Human Development Report Office Calculation	0
no-poverty	Hunger Target	0
no-poverty	IRL Ita Lux NLD PRT	0
no-poverty	Identifiable Market Failure	0
no-poverty	Import Staple Food	0
no-poverty	In-kind Public Service	0
no-poverty	Income Inequality	0
no-poverty	Income Percentile	0
no-poverty	Index Insurance	0
no-poverty	Individual Labour Market Outcome	0
no-poverty	Individual Output	0
no-poverty	Inequality Adjusted Human Development Index	0
no-poverty	Instrumental Rationality	0
no-poverty	Insurance And Private Pension Committee	0
no-poverty	Inter - Governmental Panel On Climate Change	0
no-poverty	Inter-personal Redistribution	0
no-poverty	Intergenerational Earning Elasticity	0
no-poverty	International Policy Community	0
no-poverty	International Policy Discourse	0
no-poverty	International Standard Setting Body	0
no-poverty	Intra-personal Redistribution	0
no-poverty	Job Loser	0
no-poverty	Jobless Household	0
no-poverty	LIFE-COURSE Perspective	0
no-poverty	Labour Market Effect	0
no-poverty	Life-course Policy	0
no-poverty	Life-course Saving Scheme	0
no-poverty	Life-course Scheme	0
no-poverty	Lifetime Income	0
no-poverty	Lifetime Redistributive Impact	0
no-poverty	Livestock System	0
no-poverty	Local Public Official	0
no-poverty	Low Human Development	0
no-poverty	Low Human Development Country	0
no-poverty	Low Wealth	0
no-poverty	Make Democracy Work	0
no-poverty	Manufacture Service Export	0
no-poverty	Marginal Climate	0
no-poverty	Market Income Poverty	0
no-poverty	Matching Policy Objective	0
no-poverty	Material Deprivation	0
no-poverty	Median Net Worth	0
no-poverty	Medium Human Development	0
no-poverty	Microsimulation Model	0
no-poverty	Middle-income High Income Unallocated Sub-Saharan	0
no-poverty	Ministry Of Foreign Affair	0
no-poverty	Modernise Social Policy	0
no-poverty	Multidimensional Poverty	0
no-poverty	Multidimensional Poverty Index	0
no-poverty	Multiple Indicator Cluster Survey	0
no-poverty	National Definition	0
no-poverty	National Poverty Line	0
no-poverty	Negative Incentive Effect	0
no-poverty	Nium Development Goal	0
no-poverty	Non-cash Income	0
no-poverty	Non-contributory Health	0
no-poverty	Non-contributory Programme	0
no-poverty	Non-irrigated Farm	0
no-poverty	Non-poor Household	0
no-poverty	Official Aid	0
no-poverty	Official Development Finance	0
no-poverty	Official Poverty Line	0
no-poverty	Open Working Group	0
no-poverty	Output Area	0
no-poverty	Output Risk	0
no-poverty	Policy Output	0
no-poverty	Policy Spillover	0
no-poverty	Political Economy Variable	0
no-poverty	Population Production Debt Relief	0
no-poverty	Poverty Eradication	0
no-poverty	Poverty Headcount	1
no-poverty	Poverty Number	0
no-poverty	Poverty Reduction	0
no-poverty	Poverty Reduction Programme	0
no-poverty	Precrisis Level	0
no-poverty	Pro-poor Development	0
no-poverty	Pro-poor Policy	0
no-poverty	Public Account Committee	0
no-poverty	Public Cash Transfer	0
no-poverty	Public Social Spending	0
no-poverty	Redistribution Strategy	0
no-poverty	Reduce Food Insecurity	0
no-poverty	Relative Income Poverty	0
no-poverty	Relative Poverty Line	1
no-poverty	Rise Sea Level	0
no-poverty	Rural Nonfarm Economy	0
no-poverty	Rural-urban Migration	0
no-poverty	School Nutrition Programme	0
no-poverty	Seguro Popular	0
no-poverty	Severance Payment	0
no-poverty	Severe Food Insecurity	0
no-poverty	Severe Obstacle	0
no-poverty	Social Infrastructure Multisector Emergency Aid	0
no-poverty	Social Isolation	0
no-poverty	Surveillance Function	0
no-poverty	Sustained Poverty	0
no-poverty	Systemic Resilience	0
no-poverty	Systemic Yield Risk	0
no-poverty	Tax-benefit System	0
no-poverty	Total Development Assistance Committee	0
no-poverty	Total Private Public	0
no-poverty	Traditional Unemployment Insurance	0
no-poverty	Twin Challenge	0
no-poverty	Undernourished People	0
no-poverty	Underweight Child	0
no-poverty	Underweight Prevalence	0
no-poverty	Unemployment Compensation	0
no-poverty	Unemployment Compensation System	0
no-poverty	Variation Proceeding	0
no-poverty	Versify Structure	0
no-poverty	Vulnerable Employment	0
no-poverty	Water Cycle	0
no-poverty	Water Quality Change	0
no-poverty	Water Requirement	0
no-poverty	Weak Administrative Capacity	0
no-poverty	Wealth Quintile	0
no-poverty	Weather Index	0
no-poverty	Weather Index Insurance	0
no-poverty	Weather Variation	0
no-poverty	Well-functioning Financial System	0
no-poverty	Woman's Interest	0
no-poverty	Adequate Support	0
no-poverty	Basic Standard	0
no-poverty	Eastern CARIBBEAN	0
no-poverty	Extreme Form	0
no-poverty	Extreme Poverty	0
no-poverty	International Poverty Line	0
no-poverty	Maternity Benefit	0
no-poverty	Natural Hazard	0
no-poverty	Poverty Line	0
no-poverty	Protection Benefit	0
no-poverty	Regulatory Approximation	0
no-poverty	School Feeding	0
no-poverty	Social Protection	0
no-poverty	Social Protection Benefit	0
no-poverty	Social Protection Programme	0
no-poverty	Social Protection System	0
no-poverty	South Asia Eastern	0
no-poverty	Sustainable Development Goal	0
no-poverty	Sustainable Development Goal Report	0
no-poverty	Address Inequality	0
no-poverty	Chronic Poverty	0
no-poverty	Development Co-Operation Report	0
no-poverty	Development Co-operation	0
no-poverty	Development Cooperation	0
no-poverty	Development Cooperation Report	0
no-poverty	End Poverty	0
no-poverty	Extreme Income Poverty	0
no-poverty	Fragile State	0
no-poverty	Global Destination	0
no-poverty	Global Minimum Standard	0
no-poverty	Headline Indicator	0
no-poverty	International Development Agenda	0
no-poverty	MDG Goal	0
no-poverty	Multilingual Summary	0
no-poverty	Numerous Proposal	0
no-poverty	Poverty Measure	0
no-poverty	Reduce Income Poverty	0
no-poverty	Social Discrimination	0
no-poverty	Tracking Progress	0
zero-hunger	Achieve Food Security	0
zero-hunger	Achievement Sustainability	0
zero-hunger	Aggregate Measure Of Support	0
zero-hunger	Aggregate Production Function	0
zero-hunger	Agreement On Agriculture	0
zero-hunger	Agricultural Biotechnology	0
zero-hunger	Agricultural Botany	0
zero-hunger	Agricultural Commodity Price	0
zero-hunger	Agricultural Development Scheme	0
zero-hunger	Agricultural Economic	0
zero-hunger	Agricultural Engineer	0
zero-hunger	Agricultural Extension	0
zero-hunger	Agricultural Labour Productivity	0
zero-hunger	Agricultural Market Liberalisation	0
zero-hunger	Agricultural Mechanics	0
zero-hunger	Agricultural Policy Monitoring	0
zero-hunger	Agricultural Population	0
zero-hunger	Agricultural Production Structure	0
zero-hunger	Agricultural Productivity Growth	0
zero-hunger	Agricultural Research	0
zero-hunger	Agricultural Research Expenditure	0
zero-hunger	Agricultural Research Investment	0
zero-hunger	Agricultural Research Service	0
zero-hunger	Agricultural Supply Chain	0
zero-hunger	Agricultural Support Policy	0
zero-hunger	Agricultural Sustainability	0
zero-hunger	Agricultural System	0
zero-hunger	Agricultural Total Factor Productivity	0
zero-hunger	Agricultural Trade	0
zero-hunger	Agricultural Trade Policy	0
zero-hunger	Agricultural Trade Reform	0
zero-hunger	Agriculture Share	0
zero-hunger	Agro-ecological Region	0
zero-hunger	Approach Impact Assessment	0
zero-hunger	Area Allocation	0
zero-hunger	Asia Emergency Rice Reserve	0
zero-hunger	Asia Sub-Saharan	0
zero-hunger	Attainable Yield	0
zero-hunger	Attribution Problem	0
zero-hunger	Balance Diet	0
zero-hunger	Basel Convention	0
zero-hunger	Basmati Rice	0
zero-hunger	Beef Pigmeat Poultry	0
zero-hunger	Biodiesel Market	0
zero-hunger	Biofuel Mandate	0
zero-hunger	Biofuel Policy	0
zero-hunger	Biological Resource	0
zero-hunger	Biotechnology Initiative	0
zero-hunger	Biotechnology Product	0
zero-hunger	Biotechnology Research	0
zero-hunger	Body Mass Index	0
zero-hunger	Buffer Stock	0
zero-hunger	Butter Cheese Skim Milk Powder	0
zero-hunger	Caloric Availability	0
zero-hunger	Calorie Consumption	0
zero-hunger	Capita Food Supply	1
zero-hunger	Capital Intensive Technique	0
zero-hunger	Capital-land Ratio	0
zero-hunger	Cereal Food Aid	0
zero-hunger	Cereal Intervention Price	0
zero-hunger	Certainty Equivalent Income	0
zero-hunger	Child Malnutrition	1
zero-hunger	Chronic Food Insecurity	0
zero-hunger	Chronic Undernutrition	0
zero-hunger	Climate Smart Agriculture	0
zero-hunger	Compound Annual Growth Rate	0
zero-hunger	Conformity Assessment	0
zero-hunger	Constant Elasticity Of Substitution	0
zero-hunger	Constant Elasticity Of Transformation	0
zero-hunger	Constant Relative Risk Aversion	0
zero-hunger	Consumer Subsidy Equivalent	0
zero-hunger	Consumer Support Estimate	0
zero-hunger	Convention Of Biological Diversity	0
zero-hunger	Co-ordinate Market Economy	0
zero-hunger	Cost-benefit Ratio	0
zero-hunger	Counterfactual Scenario	0
zero-hunger	Critical Infrastructure	0
zero-hunger	Crop Diversification	0
zero-hunger	Crop Diversification Strategy	0
zero-hunger	Crop Yield Insurance	0
zero-hunger	Crude Palm Oil	0
zero-hunger	Current Food System	0
zero-hunger	Dairy Farming	0
zero-hunger	Decade Growth Rate	0
zero-hunger	Demand Supply Demand Supply	0
zero-hunger	Demographic And Health Survey	0
zero-hunger	Dense Food	0
zero-hunger	Develop Country Agriculture	0
zero-hunger	Develop Country Firm	0
zero-hunger	Develop Country Report	0
zero-hunger	Develop Eastern Region	0
zero-hunger	Developmental Effectiveness	0
zero-hunger	Dietary Choice	0
zero-hunger	Dietary Energy	0
zero-hunger	Dietary Energy Consumption	0
zero-hunger	Dietary Guideline	0
zero-hunger	Dietary Intake	0
zero-hunger	Direct Distribution	0
zero-hunger	Domestic Food	0
zero-hunger	Domestic Policy Set	0
zero-hunger	Domestic Price Volatility	0
zero-hunger	Eastern Mediterranean Region	0
zero-hunger	Economic Transformation	0
zero-hunger	Effective Policy Target	0
zero-hunger	Emergency Food Aid	0
zero-hunger	Emergency Rice Reserve	0
zero-hunger	Employment Service Organisation	0
zero-hunger	Employment-generation Scheme	0
zero-hunger	End Hunger	1
zero-hunger	Energy Self-reliance	0
zero-hunger	Entrepreneurial Capability	0
zero-hunger	Environmental Health Perspective	0
zero-hunger	Eradicate Extreme Poverty	0
zero-hunger	Export Processing Zone	0
zero-hunger	Export Rice	0
zero-hunger	Exporter Registration	0
zero-hunger	Factor Share	0
zero-hunger	Farm Level Analysis	0
zero-hunger	Farm Receipt	0
zero-hunger	Farm Welfare	0
zero-hunger	Farming System Innovation	0
zero-hunger	Fast Income Growth	0
zero-hunger	Fertiliser Subsidy	0
zero-hunger	Fertiliser Support	0
zero-hunger	Fertilizer Output	0
zero-hunger	Field Area	0
zero-hunger	Fishery Paper	0
zero-hunger	Flank Policie	0
zero-hunger	Flexible Production System	0
zero-hunger	Food Aid	1
zero-hunger	Food Aid Budget	0
zero-hunger	Food Aid Budget Line	0
zero-hunger	Food Aid Convention	0
zero-hunger	Food Aid Programme	1
zero-hunger	Food Aid Project	0
zero-hunger	Food And Agriculture Organization Food	0
zero-hunger	Food And Drug Administration	0
zero-hunger	Food Availability	1
zero-hunger	Food Balance	1
zero-hunger	Food Balance Sheet	0
zero-hunger	Food Bank	0
zero-hunger	Food Choice	0
zero-hunger	Food Commodity	0
zero-hunger	Food Commodity Price	0
zero-hunger	Food Consumer Price Inflation	0
zero-hunger	Food Consumption Behaviour	0
zero-hunger	Food Energy Supply	0
zero-hunger	Food Expenditure Share	0
zero-hunger	Food Group	0
zero-hunger	Food Import	0
zero-hunger	Food Import Bill	0
zero-hunger	Food Insecurity	0
zero-hunger	Food Insecurity Risk	0
zero-hunger	Food Insecurity Scenario	1
zero-hunger	Food Poverty	1
zero-hunger	Food Price Consumer	0
zero-hunger	Food Price Crisis	0
zero-hunger	Food Price Hike	0
zero-hunger	Food Price Inflation	0
zero-hunger	Food Price Spike	0
zero-hunger	Food Price Volatility	0
zero-hunger	Food Production System	0
zero-hunger	Food Reserve	0
zero-hunger	Food Safety System	0
zero-hunger	Food Security	1
zero-hunger	Food Security Indicator	0
zero-hunger	Food Security Objective	0
zero-hunger	Food Security Outcome	0
zero-hunger	Food Security Policy	0
zero-hunger	Food Security Reserve	0
zero-hunger	Food Security Situation	0
zero-hunger	Food Security Strategy	0
zero-hunger	Food Self-sufficiency	1
zero-hunger	Food Self-sufficiency Rate	0
zero-hunger	Food Sovereignty	1
zero-hunger	Food Supply Chain	1
zero-hunger	Food System	0
zero-hunger	Food Transfer	0
zero-hunger	Food Utilisation	0
zero-hunger	Food Wastage	0
zero-hunger	Food Waste	0
zero-hunger	Food-insecure Country	0
zero-hunger	Fragile State	0
zero-hunger	Free Trade Area Of The America	0
zero-hunger	Future Food Supply	0
zero-hunger	General Service Support Estimate	0
zero-hunger	Genetically Modify	0
zero-hunger	Genetically Modify Food	0
zero-hunger	Global Agricultural Supply	0
zero-hunger	Global Agricultural Trade	0
zero-hunger	Global Donor Platform	0
zero-hunger	Global Food	0
zero-hunger	Global Food Availability	1
zero-hunger	Global Food Crisis	0
zero-hunger	Global Food Security	0
zero-hunger	Global Food Security Crisis	0
zero-hunger	Global Food Supply	1
zero-hunger	Global Hunger	0
zero-hunger	Global Hunger Index	0
zero-hunger	Global Information And Early Warning System	0
zero-hunger	Global Rice	0
zero-hunger	Good Nutrition	0
zero-hunger	Green Revolution	0
zero-hunger	Green Revolution Technology	0
zero-hunger	Gross Domestic Product	0
zero-hunger	Healthy Diet	0
zero-hunger	Healthy Eating	0
zero-hunger	Healthy Food	0
zero-hunger	Healthy Food Choice	0
zero-hunger	High Food Price	0
zero-hunger	High Price Volatility	0
zero-hunger	Household Food Expenditure	0
zero-hunger	Human Health Service	0
zero-hunger	Hunger Target	0
zero-hunger	Impact Research	0
zero-hunger	Improve Food Security	0
zero-hunger	Improve Seed Variety	0
zero-hunger	Income Scenario	0
zero-hunger	Increase Food Availability	0
zero-hunger	Inform Population	0
zero-hunger	Informal Economy	0
zero-hunger	International Agricultural Commodity Price	0
zero-hunger	International Plant Protection Convention	0
zero-hunger	International Price Fluctuation	0
zero-hunger	Intra-regional Trade Flow	0
zero-hunger	Investment Research	0
zero-hunger	Iodine Deficiency	0
zero-hunger	Iron Deficiency	0
zero-hunger	Iron Deficiency Anaemia	0
zero-hunger	Labour-intensive Method	0
zero-hunger	Lag Length	0
zero-hunger	Livestock Feed	0
zero-hunger	Local Food System	0
zero-hunger	Local Purchase	0
zero-hunger	Longer-term Food Supply	0
zero-hunger	Low Birth Weight Baby	0
zero-hunger	Low Birthweight	0
zero-hunger	Low-Income Food-Deficit Country	0
zero-hunger	Main Market Development	0
zero-hunger	Main Policy Assumption	0
zero-hunger	Maize Consumption	0
zero-hunger	Maize Production	0
zero-hunger	Malnourished Child	0
zero-hunger	Malnourishment Indicator	1
zero-hunger	Manage Food Insecurity	0
zero-hunger	Manage Food Insecurity Risk	0
zero-hunger	Market Instrument Risk	0
zero-hunger	Market Oriented Trading System	0
zero-hunger	Market Price Support	0
zero-hunger	Market-oriented Trading	0
zero-hunger	Mediterranean Diet	0
zero-hunger	Micro-nutrient Deficiency	0
zero-hunger	Minimum Dietary Energy Requirement	0
zero-hunger	Minimum Export Price	0
zero-hunger	Minimum Support Price	0
zero-hunger	National Food Security Stock	0
zero-hunger	Nations Sustainable Development	0
zero-hunger	Negative Market Price Support	0
zero-hunger	Nest Constant Elasticity Of Substitution	0
zero-hunger	Net Food Buyer	0
zero-hunger	Net Food Exporter	0
zero-hunger	Net Food Import	0
zero-hunger	Nominal Assistance Coefficient	0
zero-hunger	Nominal Protection Coefficient	0
zero-hunger	Non-agricultural Population	0
zero-hunger	Non-commercial Trader	0
zero-hunger	Non-commodity Output	0
zero-hunger	Non-farm Rural Activity	0
zero-hunger	Non-food Price	0
zero-hunger	Non-trade Sector	0
zero-hunger	Nutrition Education Programme	0
zero-hunger	Nutrition Indicator	0
zero-hunger	Nutrition Labelling	0
zero-hunger	Nutrition Security	0
zero-hunger	Nutritional Outcome	0
zero-hunger	Nutritional Status	0
zero-hunger	Nutritional Well-being	0
zero-hunger	Nutritious Food	0
zero-hunger	Obesity	0
zero-hunger	Office International Des Epizooty	0
zero-hunger	Oral Rehydration Salt	0
zero-hunger	Organic Waste	0
zero-hunger	Oriented Market	0
zero-hunger	Oriented Trade	0
zero-hunger	Output Risk	0
zero-hunger	Output Uncertainty	0
zero-hunger	Over-nutrition	0
zero-hunger	Overweight Child	0
zero-hunger	Partial Manufacturing	0
zero-hunger	Partial Productivity Measure	0
zero-hunger	Plant Genetic Resource	0
zero-hunger	Plant Pathology	0
zero-hunger	Policy Coherence For Development	0
zero-hunger	Policy Coherence For Development Issue	0
zero-hunger	Policy Output	0
zero-hunger	Post Impact Assessment	0
zero-hunger	Poverty Line Food	0
zero-hunger	Price Spike	0
zero-hunger	Price Surge	0
zero-hunger	Price Transmission	0
zero-hunger	Price Volatility	0
zero-hunger	Price-Yield Correlation	0
zero-hunger	Private Stock Holding	0
zero-hunger	Private Storage	0
zero-hunger	Probabilistic Safety Assessment	0
zero-hunger	Process Food Firm	0
zero-hunger	Process Food Sector	0
zero-hunger	Producer Support Estimate	0
zero-hunger	Production Function	0
zero-hunger	Productive Land	0
zero-hunger	Productive Safety Net Programme	0
zero-hunger	Profit Function	0
zero-hunger	Profit Ratio	0
zero-hunger	Protein Meal	0
zero-hunger	Protein Meal Oilseed	0
zero-hunger	Protein Meal Price	0
zero-hunger	Protein Meal Vegetable Oil	0
zero-hunger	Proximity Market	0
zero-hunger	Public Agricultural Research	0
zero-hunger	Public Storage	0
zero-hunger	Rapid Agricultural Development	0
zero-hunger	Rate Autonomy	0
zero-hunger	Recent Food Crisis	0
zero-hunger	Reduce Income Variability	0
zero-hunger	Regional Indicative Programme	0
zero-hunger	Reserve Strategy	0
zero-hunger	Resilient Food System	1
zero-hunger	Rice Consumption	0
zero-hunger	Rice Crisis	0
zero-hunger	Rice Price	0
zero-hunger	Rice Production	0
zero-hunger	Rice Reserve	0
zero-hunger	Rice Stock	0
zero-hunger	Rice Variety	0
zero-hunger	Rice Yield	0
zero-hunger	Rural Economic Diversification	0
zero-hunger	Rural Economy	0
zero-hunger	Rural Electrification	0
zero-hunger	Rural Infrastructure Investment	0
zero-hunger	Rural Nonfarm Economy	0
zero-hunger	Rural Settlement Pattern	0
zero-hunger	Safety Assessment	0
zero-hunger	Safety Crisis	0
zero-hunger	Sanitary And Phyto-sanitary Standard	0
zero-hunger	School Feeding	0
zero-hunger	School Feeding Programme	0
zero-hunger	Security System Reform	0
zero-hunger	Select Multilateral Environmental Agreement	0
zero-hunger	Self-sufficient Rate	0
zero-hunger	Severe Food Insecurity	0
zero-hunger	Severe Level	0
zero-hunger	Significant Unexploited Potential	0
zero-hunger	Single Commodity Transfer	0
zero-hunger	Single Farm Payment	0
zero-hunger	Skim Milk Powder	0
zero-hunger	Social Protection Instrument	0
zero-hunger	Social Protection Programme	0
zero-hunger	Societal Impact	0
zero-hunger	South Asia Eastern	0
zero-hunger	Sport Nutrition Product	0
zero-hunger	Stabilisation Range	0
zero-hunger	Stabilise Market Price	0
zero-hunger	Stable Property	0
zero-hunger	Stock Stabilisation	0
zero-hunger	Stockholding Programme	0
zero-hunger	Structural Transformation	0
zero-hunger	Subsistence Activity	0
zero-hunger	Sufficiency Rate	0
zero-hunger	Sunflower Seed Oil	0
zero-hunger	Supplemental Nutrition Assistance Program	1
zero-hunger	Supplementary Irrigation	0
zero-hunger	Support Estimate	0
zero-hunger	Sustainable Agricultural Production	0
zero-hunger	Sustainable Agricultural Productivity Growth	0
zero-hunger	Sustainable Development Goal	0
zero-hunger	Sustainable Development Goal Report	0
zero-hunger	Sustainable Diet	0
zero-hunger	Sustainable Food	0
zero-hunger	Sustainable Food Production	1
zero-hunger	Sustainable Food System	0
zero-hunger	Sustainable Intensification	0
zero-hunger	Systemic Risk	0
zero-hunger	Tackle Food Insecurity	1
zero-hunger	Technical Working Group	0
zero-hunger	Tie Food Aid	0
zero-hunger	Total AMS	0
zero-hunger	Total Producer Support Estimate	0
zero-hunger	Total Support Estimate	0
zero-hunger	Trade Dimension	0
zero-hunger	Traditional Variety	0
zero-hunger	Transboundary Movement	0
zero-hunger	Transform Rural Economy	0
zero-hunger	Transitory Food Insecurity	0
zero-hunger	Triangular Deal	0
zero-hunger	Undernourished People	0
zero-hunger	Uneven Income	0
zero-hunger	Unique Impact	0
zero-hunger	Urban Network	0
zero-hunger	Vary State	0
zero-hunger	Vector Form	0
zero-hunger	Vegetable Consumption	0
zero-hunger	Vegetable Intake	0
zero-hunger	Vegetable Oil	0
zero-hunger	Vegetable Oil Price	0
zero-hunger	Wage-cost Subsidy	0
zero-hunger	Water Nutrient	0
zero-hunger	West African Country	0
zero-hunger	West African Farmer	0
zero-hunger	Wheat Coarse	0
zero-hunger	Wheat Rice Maize	0
zero-hunger	Whole Milk Powder	0
zero-hunger	Wholesale Food Price Index	0
zero-hunger	Wild Food	0
zero-hunger	Woman Farmer	0
zero-hunger	World Conservation Monitoring Centre	0
zero-hunger	World Food Program	0
zero-hunger	World Food Security	0
zero-hunger	World Food Situation	0
zero-hunger	World Food Summit	0
zero-hunger	World Market Trend	0
zero-hunger	World Rice	0
zero-hunger	World Rice Production	0
zero-hunger	World Water Assessment Programme	0
